task_id,request_id,source,layer,budget,rank,interval,expert_ms,wall_ms,dispatch_ms,combine_ms,expert_cv
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(256, 384)",0.3869762420654297,0.7195205688476562,0.10211181640625,0.0918722152709961,0.02505563646072863
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(416, 479)",0.36086463928222656,1.1991357803344727,0.08687973022460938,0.5472640991210938,0.4703522103442824
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(144, 256)",0.40265560150146484,0.8159027099609375,0.1070404052734375,0.16185569763183594,0.13530966116437373
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(288, 368)",0.37407875061035156,0.7215023040771484,0.09238433837890625,0.09731197357177734,0.03701027933709435
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(416, 495)",0.3659515380859375,0.7222404479980469,0.09228897094726562,0.10652732849121094,0.027228955602536287
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(224, 272)",0.3376960754394531,0.7125434875488281,0.09004783630371094,0.10025596618652344,0.0339277359983072
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(96, 112)",0.3580169677734375,0.7410545349121094,0.08678436279296875,0.08115196228027344,0.08068099254756392
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(368, 479)",0.3623046875,0.7103996276855469,0.10089683532714844,0.09846305847167969,0.02816832662788305
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(112, 160)",0.36252784729003906,1.2159996032714844,0.08239936828613281,0.5781440734863281,0.45480156879601924
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(352, 368)",0.3711051940917969,0.7903041839599609,0.10313606262207031,0.13945579528808594,0.11070660751267432
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(256, 352)",0.36511993408203125,0.6982402801513672,0.09600067138671875,0.08415985107421875,0.01661815862387477
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(224, 352)",0.40470314025878906,1.0901107788085938,0.09302520751953125,0.45369529724121094,0.391097203496283
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(368, 384)",0.3501110076904297,0.76483154296875,0.09164810180664062,0.13043212890625,0.10478902256318844
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(240, 288)",0.3561592102050781,0.7213764190673828,0.09033584594726562,0.1099853515625,0.03668159518446902
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(272, 352)",0.44351959228515625,0.7901439666748047,0.09679985046386719,0.08179283142089844,0.06526055937782005
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(368, 416)",0.3498573303222656,1.0598068237304688,0.09430503845214844,0.4064960479736328,0.35983710680930864
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(479, 495)",0.32719993591308594,0.7579841613769531,0.10095977783203125,0.12128067016601562,0.07147996186479215
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(144, 224)",0.3824958801269531,0.9924793243408203,0.09724807739257812,0.34268760681152344,0.03537454019503895
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(32, 96)",0.36147117614746094,1.0212478637695312,0.10080146789550781,0.3558082580566406,0.046428954648052995
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(240, 368)",0.38185691833496094,0.7864322662353516,0.11081695556640625,0.15206336975097656,0.026587867180971468
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(400, 479)",0.3552970886230469,0.6981449127197266,0.08671951293945312,0.12720108032226562,0.019614107530459158
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(160, 240)",0.3569602966308594,0.6901092529296875,0.08873748779296875,0.0932159423828125,0.029077701411866694
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(288, 416)",0.3725452423095703,0.7188796997070312,0.09929466247558594,0.09964752197265625,0.020852847578386978
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(112, 128)",0.3484153747558594,0.8904953002929688,0.09043121337890625,0.2866554260253906,0.06136925578010741
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(288, 400)",0.36447906494140625,0.7675209045410156,0.10518646240234375,0.14643096923828125,0.02535301335579368
coffee_rocket:24:128,coffee_rocket,short,24,128,0,"(479, 511)",0.3677101135253906,1.0044479370117188,0.0786895751953125,0.2618217468261719,0.2967517939280071
